gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory
779869337																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Alopex_lagopus_DIG_22_23_0		Frommolt, Karl-Heinz													PRESENT																																									RU				Insel Mednyi									54.516667	168.083333																																																		Vulpes lagopus (Linnaeus, 1758)								Animalia	Chordata	Mammalia	Carnivora	Canidae		Vulpes	Vulpes			lagopus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:42.932Z							GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID	Sound	true	false	5219303	5219303	1	44	359	732	9701	5219234		5219303	Vulpes lagopus	Vulpes lagopus (Linnaeus, 1758)	Vulpes lagopus Linnaeus, 1758		BIOCASE	2022-09-09T08:41:42.932Z	2022-04-23T02:14:53.686Z	true		RUS	Russia	RUS.24_1	Kamchatka	RUS.24.1_1	Aleutskiy rayon	RUS.24.1.1_1		LC
779869336																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Alopex_lagopus_DIG_22_22_0		Frommolt, Karl-Heinz													PRESENT																																									RU				Insel Mednyi									54.516667	168.083333																																																		Vulpes lagopus (Linnaeus, 1758)								Animalia	Chordata	Mammalia	Carnivora	Canidae		Vulpes	Vulpes			lagopus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:42.815Z							GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID	Sound	true	false	5219303	5219303	1	44	359	732	9701	5219234		5219303	Vulpes lagopus	Vulpes lagopus (Linnaeus, 1758)	Vulpes lagopus Linnaeus, 1758		BIOCASE	2022-09-09T08:41:42.815Z	2022-04-23T02:14:53.686Z	true		RUS	Russia	RUS.24_1	Kamchatka	RUS.24.1_1	Aleutskiy rayon	RUS.24.1.1_1		LC
779869335																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Alopex_lagopus_DIG_22_20_0		Frommolt, Karl-Heinz													PRESENT																																									RU				Insel Mednyi									54.516667	168.083333																																																		Vulpes lagopus (Linnaeus, 1758)								Animalia	Chordata	Mammalia	Carnivora	Canidae		Vulpes	Vulpes			lagopus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:42.547Z							GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID	Sound	true	false	5219303	5219303	1	44	359	732	9701	5219234		5219303	Vulpes lagopus	Vulpes lagopus (Linnaeus, 1758)	Vulpes lagopus Linnaeus, 1758		BIOCASE	2022-09-09T08:41:42.547Z	2022-04-23T02:14:53.686Z	true		RUS	Russia	RUS.24_1	Kamchatka	RUS.24.1_1	Aleutskiy rayon	RUS.24.1.1_1		LC
779869334																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Alopex_lagopus_DIG_22_1_0		Frommolt, Karl-Heinz													PRESENT																			1999-06-23T21:30:00				1999	6	23																RU				Insel Mednyi									54.516667	168.083333																																																		Vulpes lagopus (Linnaeus, 1758)								Animalia	Chordata	Mammalia	Carnivora	Canidae		Vulpes	Vulpes			lagopus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:42.666Z							GEODETIC_DATUM_ASSUMED_WGS84	Sound	true	false	5219303	5219303	1	44	359	732	9701	5219234		5219303	Vulpes lagopus	Vulpes lagopus (Linnaeus, 1758)	Vulpes lagopus Linnaeus, 1758		BIOCASE	2022-09-09T08:41:42.666Z	2022-04-23T02:14:53.686Z	true		RUS	Russia	RUS.24_1	Kamchatka	RUS.24.1_1	Aleutskiy rayon	RUS.24.1.1_1		LC
779869333																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Alopex_lagopus_DIG_22_19_0		Frommolt, Karl-Heinz													PRESENT																																									RU				Insel Mednyi									54.516667	168.083333																																																		Vulpes lagopus (Linnaeus, 1758)								Animalia	Chordata	Mammalia	Carnivora	Canidae		Vulpes	Vulpes			lagopus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:45.926Z							GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID	Sound	true	false	5219303	5219303	1	44	359	732	9701	5219234		5219303	Vulpes lagopus	Vulpes lagopus (Linnaeus, 1758)	Vulpes lagopus Linnaeus, 1758		BIOCASE	2022-09-09T08:41:45.926Z	2022-04-23T02:14:53.686Z	true		RUS	Russia	RUS.24_1	Kamchatka	RUS.24.1_1	Aleutskiy rayon	RUS.24.1.1_1		LC
779869332																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Alopex_lagopus_DIG_22_15_0		Frommolt, Karl-Heinz													PRESENT																			1999-07-20T20:58:00				1999	7	20																RU				Insel Mednyi									54.516667	168.083333																																																		Vulpes lagopus (Linnaeus, 1758)								Animalia	Chordata	Mammalia	Carnivora	Canidae		Vulpes	Vulpes			lagopus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:45.628Z							GEODETIC_DATUM_ASSUMED_WGS84	Sound	true	false	5219303	5219303	1	44	359	732	9701	5219234		5219303	Vulpes lagopus	Vulpes lagopus (Linnaeus, 1758)	Vulpes lagopus Linnaeus, 1758		BIOCASE	2022-09-09T08:41:45.628Z	2022-04-23T02:14:53.686Z	true		RUS	Russia	RUS.24_1	Kamchatka	RUS.24.1_1	Aleutskiy rayon	RUS.24.1.1_1		LC
779869331																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Alopex_lagopus_DIG_22_14_0		Frommolt, Karl-Heinz													PRESENT																			1999-07-20T19:44:00				1999	7	20																RU				Insel Mednyi									54.516667	168.083333																																																		Vulpes lagopus (Linnaeus, 1758)								Animalia	Chordata	Mammalia	Carnivora	Canidae		Vulpes	Vulpes			lagopus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:45.502Z							GEODETIC_DATUM_ASSUMED_WGS84	Sound	true	false	5219303	5219303	1	44	359	732	9701	5219234		5219303	Vulpes lagopus	Vulpes lagopus (Linnaeus, 1758)	Vulpes lagopus Linnaeus, 1758		BIOCASE	2022-09-09T08:41:45.502Z	2022-04-23T02:14:53.686Z	true		RUS	Russia	RUS.24_1	Kamchatka	RUS.24.1_1	Aleutskiy rayon	RUS.24.1.1_1		LC
779869330																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Alopex_lagopus_DIG_22_11_0		Frommolt, Karl-Heinz													PRESENT																			1999-06-26T18:51:00				1999	6	26																RU				Insel Mednyi									54.516667	168.083333																																																		Vulpes lagopus (Linnaeus, 1758)								Animalia	Chordata	Mammalia	Carnivora	Canidae		Vulpes	Vulpes			lagopus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:45.217Z							GEODETIC_DATUM_ASSUMED_WGS84	Sound	true	false	5219303	5219303	1	44	359	732	9701	5219234		5219303	Vulpes lagopus	Vulpes lagopus (Linnaeus, 1758)	Vulpes lagopus Linnaeus, 1758		BIOCASE	2022-09-09T08:41:45.217Z	2022-04-23T02:14:53.686Z	true		RUS	Russia	RUS.24_1	Kamchatka	RUS.24.1_1	Aleutskiy rayon	RUS.24.1.1_1		LC
779869229																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_thibetanus_V_2108_26_2		Tembrock, Günter													PRESENT																			2003-10-19T13:30:00				2003	10	19																DE				Zoo Halle																																																												Ursus thibetanus G								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			thibetanus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:43.903Z								Sound	false	false	9335699	9335699	1	44	359	732	9681	2433406		9335699	Ursus thibetanus	Ursus thibetanus G	Ursus thibetanus G.(Baron) Cuvier, 1823		BIOCASE	2022-09-09T08:41:43.903Z	2022-04-23T02:14:53.686Z	false										VU
779869228																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_thibetanus_V_1655_42_2		Tembrock, Günter													PRESENT																			1984-12-28T10:12:00				1984	12	28																DE				Zoo Berlin																																																												Ursus thibetanus G								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			thibetanus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:35.490Z								Sound	false	false	9335699	9335699	1	44	359	732	9681	2433406		9335699	Ursus thibetanus	Ursus thibetanus G	Ursus thibetanus G.(Baron) Cuvier, 1823		BIOCASE	2022-09-09T08:41:35.490Z	2022-04-23T02:14:53.686Z	false										VU
779869227																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_thibetanus_S_598_1_1		Tembrock, Günter													PRESENT																			1961-06-09T19:00:00				1961	6	9																DE				Zoo Berlin																																																												Ursus thibetanus G								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			thibetanus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:41.205Z								Sound	false	false	9335699	9335699	1	44	359	732	9681	2433406		9335699	Ursus thibetanus	Ursus thibetanus G	Ursus thibetanus G.(Baron) Cuvier, 1823		BIOCASE	2022-09-09T08:41:41.205Z	2022-04-23T02:14:53.686Z	false										VU
779869226																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_thibetanus_S_595_4_1		Tembrock, Günter													PRESENT																			1961-06-19T18:30:00				1961	6	19																DE				Zoo Berlin																																																												Ursus thibetanus G								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			thibetanus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:36.674Z								Sound	false	false	9335699	9335699	1	44	359	732	9681	2433406		9335699	Ursus thibetanus	Ursus thibetanus G	Ursus thibetanus G.(Baron) Cuvier, 1823		BIOCASE	2022-09-09T08:41:36.674Z	2022-04-23T02:14:53.686Z	false										VU
779869225																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_maritimus_V_2132_11_12		Tembrock, Günter													PRESENT																			2007-06-09T15:40:00				2007	6	9																DE				Zoo Berlin																																																												Ursus maritimus Phipps, 1774								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			maritimus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:42.145Z								Sound	false	false	2433451	2433451	1	44	359	732	9681	2433406		2433451	Ursus maritimus	Ursus maritimus Phipps, 1774	Ursus maritimus Phipps, 1774		BIOCASE	2022-09-09T08:41:42.145Z	2022-04-23T02:14:53.686Z	false										VU
779869224																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_maritimus_V_2132_10_1		Tembrock, Günter													PRESENT																			2007-06-07T16:30:00				2007	6	7																DE				Zoo Berlin																																																												Ursus maritimus Phipps, 1774								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			maritimus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:36.320Z								Sound	false	false	2433451	2433451	1	44	359	732	9681	2433406		2433451	Ursus maritimus	Ursus maritimus Phipps, 1774	Ursus maritimus Phipps, 1774		BIOCASE	2022-09-09T08:41:36.320Z	2022-04-23T02:14:53.686Z	false										VU
779869223																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_maritimus_V_2075_27_2		Tembrock, Günter													PRESENT																			1999-07-20T17:35:00				1999	7	20																DE				Zoo Berlin																																																												Ursus maritimus Phipps, 1774								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			maritimus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:43.781Z								Sound	false	false	2433451	2433451	1	44	359	732	9681	2433406		2433451	Ursus maritimus	Ursus maritimus Phipps, 1774	Ursus maritimus Phipps, 1774		BIOCASE	2022-09-09T08:41:43.781Z	2022-04-23T02:14:53.686Z	false										VU
779869216																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_maritimus_V_1660_30_2		Tembrock, Günter													PRESENT																			1985-10-04T10:12:00				1985	10	4																DE				Zoo Berlin																																																												Ursus maritimus Phipps, 1774								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			maritimus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:46.117Z								Sound	false	false	2433451	2433451	1	44	359	732	9681	2433406		2433451	Ursus maritimus	Ursus maritimus Phipps, 1774	Ursus maritimus Phipps, 1774		BIOCASE	2022-09-09T08:41:46.117Z	2022-04-23T02:14:53.686Z	false										VU
779869215																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_maritimus_V_1659_69_2		Tembrock, Günter													PRESENT																			1985-09-05T12:23:00				1985	9	5																DE				Zoo Berlin																																																												Ursus maritimus Phipps, 1774								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			maritimus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:44.992Z								Sound	false	false	2433451	2433451	1	44	359	732	9681	2433406		2433451	Ursus maritimus	Ursus maritimus Phipps, 1774	Ursus maritimus Phipps, 1774		BIOCASE	2022-09-09T08:41:44.992Z	2022-04-23T02:14:53.686Z	false										VU
779869210																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_maritimus_S_477_1_1		Tembrock, Günter													PRESENT																			1960-11-30T16:45:00				1960	11	30																DE				Zoo Hannover																																																												Ursus maritimus Phipps, 1774								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			maritimus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:43.239Z								Sound	false	false	2433451	2433451	1	44	359	732	9681	2433406		2433451	Ursus maritimus	Ursus maritimus Phipps, 1774	Ursus maritimus Phipps, 1774		BIOCASE	2022-09-09T08:41:43.239Z	2022-04-23T02:14:53.686Z	false										VU
779869205																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_maritimus_S_1042_3_1		Altmann, Dagmar													PRESENT																			1965-04-01T14:30:00				1965	4	1																DE				Tierpark Berlin																																																												Ursus maritimus Phipps, 1774								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			maritimus			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:42.848Z								Sound	false	false	2433451	2433451	1	44	359	732	9681	2433406		2433451	Ursus maritimus	Ursus maritimus Phipps, 1774	Ursus maritimus Phipps, 1774		BIOCASE	2022-09-09T08:41:42.848Z	2022-04-23T02:14:53.686Z	false										VU
779869204																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_arctos_V_1734_2_1		Gebauer, Axel													PRESENT																			1981-04-17T00:00:00				1981	4	17																DE				Tierpark Görlitz																																																												Ursus arctos Linnaeus, 1758								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			arctos			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:40.152Z								Sound	false	false	2433433	2433433	1	44	359	732	9681	2433406		2433433	Ursus arctos	Ursus arctos Linnaeus, 1758	Ursus arctos Linnaeus, 1758		BIOCASE	2022-09-09T08:41:40.152Z	2022-04-23T02:14:53.686Z	false										LC
779869203																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_arctos_V_1603_34_2		Wallschläger, Dieter													PRESENT																			1983-08-31T10:45:00				1983	8	31																DE				Zoo Halle																																																												Ursus arctos Linnaeus, 1758								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			arctos			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:46.355Z								Sound	false	false	2433433	2433433	1	44	359	732	9681	2433406		2433433	Ursus arctos	Ursus arctos Linnaeus, 1758	Ursus arctos Linnaeus, 1758		BIOCASE	2022-09-09T08:41:46.355Z	2022-04-23T02:14:53.686Z	false										LC
779869202																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_arctos_V_1204_4_1		Tembrock, Günter													PRESENT																			1973-05-22T13:00:00				1973	5	22																DE				Zoo Rostock																																																												Ursus arctos Linnaeus, 1758								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			arctos			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:37.489Z								Sound	false	false	2433433	2433433	1	44	359	732	9681	2433406		2433433	Ursus arctos	Ursus arctos Linnaeus, 1758	Ursus arctos Linnaeus, 1758		BIOCASE	2022-09-09T08:41:37.489Z	2022-04-23T02:14:53.686Z	false										LC
779869201																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_arctos_S_947_4_1		Tembrock, Günter													PRESENT																			1965-01-02T12:15:00				1965	1	2																DE				Tierpark Berlin																																																												Ursus arctos Linnaeus, 1758								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			arctos			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:37.886Z								Sound	false	false	2433433	2433433	1	44	359	732	9681	2433406		2433433	Ursus arctos	Ursus arctos Linnaeus, 1758	Ursus arctos Linnaeus, 1758		BIOCASE	2022-09-09T08:41:37.886Z	2022-04-23T02:14:53.686Z	false										LC
779869200																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_arctos_S_898_4_1		Altmann, Dagmar													PRESENT																			1964-06-03T00:00:00				1964	6	3																DE				Tierpark Berlin																																																												Ursus arctos Linnaeus, 1758								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			arctos			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:45.019Z								Sound	false	false	2433433	2433433	1	44	359	732	9681	2433406		2433433	Ursus arctos	Ursus arctos Linnaeus, 1758	Ursus arctos Linnaeus, 1758		BIOCASE	2022-09-09T08:41:45.019Z	2022-04-23T02:14:53.686Z	false										LC
779869199																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_arctos_S_700_1_1		Tembrock, Günter													PRESENT																			1962-05-04T14:00:00				1962	5	4																DE				Zoo Rostock																																																												Ursus arctos Linnaeus, 1758								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			arctos			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:35.812Z								Sound	false	false	2433433	2433433	1	44	359	732	9681	2433406		2433433	Ursus arctos	Ursus arctos Linnaeus, 1758	Ursus arctos Linnaeus, 1758		BIOCASE	2022-09-09T08:41:35.812Z	2022-04-23T02:14:53.686Z	false										LC
779869198																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_arctos_S_608_1_1		Tembrock, Günter													PRESENT																			1961-08-25T16:00:00				1961	8	25																DE				Tierpark Carl Hagenbeck																																																												Ursus arctos Linnaeus, 1758								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			arctos			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:41.361Z								Sound	false	false	2433433	2433433	1	44	359	732	9681	2433406		2433433	Ursus arctos	Ursus arctos Linnaeus, 1758	Ursus arctos Linnaeus, 1758		BIOCASE	2022-09-09T08:41:41.361Z	2022-04-23T02:14:53.686Z	false										LC
779869197																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_arctos_S_601_4_1		Tembrock, Günter													PRESENT																			1961-07-22T16:00:00				1961	7	22																DE				Tierschau Zirkus Busch																																																												Ursus arctos Linnaeus, 1758								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			arctos			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:46.122Z								Sound	false	false	2433433	2433433	1	44	359	732	9681	2433406		2433433	Ursus arctos	Ursus arctos Linnaeus, 1758	Ursus arctos Linnaeus, 1758		BIOCASE	2022-09-09T08:41:46.122Z	2022-04-23T02:14:53.686Z	false										LC
779869196																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_arctos_S_458_1_1		Tembrock, Günter													PRESENT																			1960-10-08T14:00:00				1960	10	8																DE				Zoo Berlin																																																												Ursus arctos Linnaeus, 1758								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			arctos			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:46.168Z								Sound	false	false	2433433	2433433	1	44	359	732	9681	2433406		2433433	Ursus arctos	Ursus arctos Linnaeus, 1758	Ursus arctos Linnaeus, 1758		BIOCASE	2022-09-09T08:41:46.168Z	2022-04-23T02:14:53.686Z	false										LC
779869195																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_arctos_S_416_1_1		Tembrock, Günter													PRESENT																			1960-07-09T19:30:00				1960	7	9																DE				Zoo Berlin																																																												Ursus arctos Linnaeus, 1758								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			arctos			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:40.998Z								Sound	false	false	2433433	2433433	1	44	359	732	9681	2433406		2433433	Ursus arctos	Ursus arctos Linnaeus, 1758	Ursus arctos Linnaeus, 1758		BIOCASE	2022-09-09T08:41:40.998Z	2022-04-23T02:14:53.686Z	false										LC
779869194																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_arctos_S_383_1_1		Tembrock, Günter													PRESENT																			1960-05-17T18:45:00				1960	5	17																DE				Zoo Hannover																																																												Ursus arctos Linnaeus, 1758								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			arctos			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:38.256Z								Sound	false	false	2433433	2433433	1	44	359	732	9681	2433406		2433433	Ursus arctos	Ursus arctos Linnaeus, 1758	Ursus arctos Linnaeus, 1758		BIOCASE	2022-09-09T08:41:38.256Z	2022-04-23T02:14:53.686Z	false										LC
779869193																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_arctos_S_260_1_1		Tembrock, Günter													PRESENT																			1959-06-12T18:30:00				1959	6	12																DE				Zoo Berlin																																																												Ursus arctos Linnaeus, 1758								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			arctos			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:39.541Z								Sound	false	false	2433433	2433433	1	44	359	732	9681	2433406		2433433	Ursus arctos	Ursus arctos Linnaeus, 1758	Ursus arctos Linnaeus, 1758		BIOCASE	2022-09-09T08:41:39.541Z	2022-04-23T02:14:53.686Z	false										LC
779869192																																				CC_BY_4_0																							MfN	TSA			OBSERVATION					TSA:Ursus_arctos_S_259_3_1		Tembrock, Günter													PRESENT																			1959-06-06T15:30:00				1959	6	6																DE				Zoo Berlin																																																												Ursus arctos Linnaeus, 1758								Animalia	Chordata	Mammalia	Carnivora	Ursidae		Ursus	Ursus			arctos			SPECIES				ACCEPTED			b7ec1bf8-819b-11e2-bad2-00145eb45e9a	DE	2022-09-09T08:41:39.019Z								Sound	false	false	2433433	2433433	1	44	359	732	9681	2433406		2433433	Ursus arctos	Ursus arctos Linnaeus, 1758	Ursus arctos Linnaeus, 1758		BIOCASE	2022-09-09T08:41:39.019Z	2022-04-23T02:14:53.686Z	false										LC
