gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
779861176																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_301_3_1		TSA																																	1959-09-17 13:45																						DE					Zoo Leipzig																																																																				Panthera leo Linnaeus, 1758																												
779861175																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_301_2_1		TSA																																	1959-09-17 13:45																						DE					Zoo Leipzig																																																																				Panthera leo Linnaeus, 1758																												
779861174																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_300_2_1		TSA																																	1959-09-17 13:15																						DE					Zoo Leipzig																																																																				Panthera leo Linnaeus, 1758																												
779861168																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_295_3_0		Tembrock, Günter																																	1959-09-15 13:30																						DE					Zoo Leipzig																																																																				Panthera leo Linnaeus, 1758																												
779861167																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_294_5_0		Tembrock, Günter																																	1959-10-15 10:15																						DE					Zoo Leipzig																																																																				Panthera leo Linnaeus, 1758																												
779861166																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_294_1_0		Tembrock, Günter																																	1959-10-15 10:15																						DE					Zoo Leipzig																																																																				Panthera leo Linnaeus, 1758																												
779861163																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_290_2_1		TSA																																	1959-08-21 09:10																						DE					Zoo Berlin																																																																				Panthera leo Linnaeus, 1758																												
779861162																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_289_1_1		TSA																																	1959-08-20 18:15																						DE					Tierpark Berlin																																																																				Panthera leo Linnaeus, 1758																												
779861161																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_287_2_1		Altmann, Dagmar																																	1959-08-13 16:30																						DE					Zoo Berlin																																																																				Panthera leo Linnaeus, 1758																												
779861151																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1482_1_1		Altmann, Dagmar																																																							DE					Tierpark Berlin																																																																				Panthera leo Linnaeus, 1758																												
779861150																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1415_26_2		Tembrock, Günter																																	1984-02-02 11:48																						DE					Zoo Rostock																																																																				Panthera leo Linnaeus, 1758																												
779861148																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1411_9_1		Tembrock, Günter																																	1983-12-24 11:15																						DE					Tierpark Berlin																																																																				Panthera leo Linnaeus, 1758																												
779861147																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1411_8_1		Tembrock, Günter																																	1983-12-24 11:05																						DE					Tierpark Berlin																																																																				Panthera leo Linnaeus, 1758																												
779861139																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1350_6_1		Tembrock, Günter																																	1976-05-27 12:15																						DE					Zoo Leipzig																																																																				Panthera leo Linnaeus, 1758																												
779861138																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1350_2_1		Tembrock, Günter																																	1976-05-27 11:15																						DE					Zoo Leipzig																																																																				Panthera leo Linnaeus, 1758																												
779861137																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1350_12_1		Tembrock, Günter																																	1976-05-27 15:30																						DE					Zoo Leipzig																																																																				Panthera leo Linnaeus, 1758																												
779861133																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1316_3_1		Tembrock, Günter																																	1974-02-02 10:53																						DE					Tierpark Berlin																																																																				Panthera leo Linnaeus, 1758																												
779861128																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1246_2_1		Tembrock, Günter																																	1969-07-05  08:00																						DE					Zoo Halle																																																																				Panthera leo Linnaeus, 1758																												
779861126																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1228_1_1		Tembrock, Günter																																	1968-12-28 11:00																						DE					Tierpark Berlin																																																																				Panthera leo Linnaeus, 1758																												
779861125																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1221_16_1		Tembrock, Günter																																	1968-10-10 13:50																						DE					Zoopark Erfurt																																																																				Panthera leo Linnaeus, 1758																												
779861124																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1221_15_1		Tembrock, Günter																																	1968-10-10 13:45																						DE					Zoopark Erfurt																																																																				Panthera leo Linnaeus, 1758																												
779861123																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1221_13_1		Tembrock, Günter																																	1968-10-10 13:40																						DE					Zoopark Erfurt																																																																				Panthera leo Linnaeus, 1758																												
779861122																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1221_11_1		Tembrock, Günter																																	1968-10-10 13:35																						DE					Zoopark Erfurt																																																																				Panthera leo Linnaeus, 1758																												
779861109																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1167_2_1		Tembrock, Günter																																	1967-09-14 10:00																						CZ					Zoo Prag																																																																				Panthera leo Linnaeus, 1758																												
779861087																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1035_4_1		Tembrock, Günter																																	1965-10-23 14:00																						DE					Zoo Halle																																																																				Panthera leo Linnaeus, 1758																												
779861086																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1035_1_1		Tembrock, Günter																																	1965-10-23 14:00																						DE					Zoo Halle																																																																				Panthera leo Linnaeus, 1758																												
779861085																																																											MfN	TSA			Sound Recording					TSA:Panthera_leo_S_1033_8_1		Tembrock, Günter																																	1965-10-16 15:00																						DE					Tierpark Berlin																																																																				Panthera leo Linnaeus, 1758																												
779860832																																																											MfN	TSA			Sound Recording					TSA:Otaria_flavescens_S_565_2_1		Tembrock, Günter																																	1961-01-14 16:30																						DE					Zoo Berlin																																																																				Otaria flavescens Shaw, 1800																												
779860831																																																											MfN	TSA			Sound Recording					TSA:Otaria_flavescens_S_503_4_1		Tembrock, Günter																																	1960-12-17 16:00																						DE					Zoo Berlin																																																																				Otaria flavescens Shaw, 1800																												
779860830																																																											MfN	TSA			Sound Recording					TSA:Otaria_byronia_V_2089_18_2		Tembrock, Günter																																	2000-09-27 16:27																						DE					Tiergarten Heidelberg																																																																				Otaria flavescens Shaw, 1800																												
779860829																																																											MfN	TSA			Sound Recording					TSA:Otaria_byronia_V_2089_17_2		Tembrock, Günter																																	2000-09-27 16:00																						DE					Tiergarten Heidelberg																																																																				Otaria flavescens Shaw, 1800																												
779860828																																																											MfN	TSA			Sound Recording					TSA:Otaria_byronia_V_2080_3_1		Tembrock, Günter																																	1999-11-10 16:40																						AT					Tiergarten Schönbrunn																																																																				Otaria flavescens Shaw, 1800																												
779860482																																																											MfN	TSA			Sound Recording					TSA:Odobenus_rosmarus_V_1666_2_1		Tembrock, Günter																																	1986-09-12 13:03																						DE					Tierpark Carl Hagenbeck																																																																				Odobenus rosmarus Linnaeus, 1758																												
779860481																																																											MfN	TSA			Sound Recording					TSA:Odobenus_rosmarus_S_613_2_1		Tembrock, Günter																																	1961-08-07 18:25																						DE					Zoo Hannover																																																																				Odobenus rosmarus Linnaeus, 1758																												
779860430																																																											MfN	TSA			Sound Recording					TSA:Nyctereutes_procyonoides_V_2093_9_1		Tembrock, Günter																																	2001-04-09 17:00																						DE					Zoo Halle																																																																				Nyctereutes procyonoides Gray, 1834																												
779860428																																																											MfN	TSA			Sound Recording					TSA:Nyctereutes_procyonoides_V_1457_2_1		Tembrock, Günter																																	1981-04-18 9:05																						DE					Tierpark Berlin																																																																				Nyctereutes procyonoides Gray, 1834																												
779860427																																																											MfN	TSA			Sound Recording					TSA:Nyctereutes_procyonoides_S_378_3_1		Tembrock, Günter																																	1960-05-14 20:00																						DE					Tierpark Berlin																																																																				Nyctereutes procyonoides Gray, 1834																												
779860425																																																											MfN	TSA			Sound Recording					TSA:Nyctereutes_procyonoides_S_1174_1_1		Tembrock, Günter																																	1967-11-04 9:00																						DE					Tierpark Berlin																																																																				Nyctereutes procyonoides Gray, 1834																												
779860424																																																											MfN	TSA			Sound Recording					TSA:Nyctereutes_procyonoides_S_1138_4_1		Tembrock, Günter																																	1967-02-12 12:00																						DE					Tierpark Berlin																																																																				Nyctereutes procyonoides Gray, 1834																												
779860423																																																											MfN	TSA			Sound Recording					TSA:Nyctereutes_procyonoides_S_1103_4_1		Altmann, Dagmar																																	1966-04-26																						DE					Tierpark Berlin																																																																				Nyctereutes procyonoides Gray, 1834																												
779860422																																																											MfN	TSA			Sound Recording					TSA:Nyctereutes_procyonoides_S_1049_1_1		Tembrock, Günter																																	1966-01-08 14:00																						DE					Tierpark Berlin																																																																				Nyctereutes procyonoides Gray, 1834																												
779860421																																																											MfN	TSA			Sound Recording					TSA:Nyctereutes_procyonoides_DIG_103_5_1		Frommolt, Karl-Heinz																																	2008-04-29 23:01																						DE					Kützerhof													53.851944	12.873889																																																						Nyctereutes procyonoides Gray, 1834																												
779860249																																																											MfN	TSA			Sound Recording					TSA:Neofelis_nebulosa_S_712_4_1		Tembrock, Günter																																	1962-07-07 19:40																						DE					Tierpark Berlin																																																																				Neofelis nebulosa Griffith, 1821																												
779860248																																																											MfN	TSA			Sound Recording					TSA:Neofelis_nebulosa_S_712_1_1		Tembrock, Günter																																	1962-07-07 19:00																						DE					Tierpark Berlin																																																																				Neofelis nebulosa Griffith, 1821																												
779860247																																																											MfN	TSA			Sound Recording					TSA:Neofelis_nebulosa_S_698_1_1		Tembrock, Günter																																	1962-04-28 14:00																						DE					Tierpark Berlin																																																																				Neofelis nebulosa Griffith, 1821																												
779860246																																																											MfN	TSA			Sound Recording					TSA:Neofelis_nebulosa_S_689_5_1		Tembrock, Günter																																	1962-03-10 14:00																						DE					Tierpark Berlin																																																																				Neofelis nebulosa Griffith, 1821																												
779860244																																																											MfN	TSA			Sound Recording					TSA:Neofelis_nebulosa_S_682_1_1		Tembrock, Günter																																	1962-02-24 14:00																						DE					Tierpark Berlin																																																																				Neofelis nebulosa Griffith, 1821																												
779860241																																																											MfN	TSA			Sound Recording					TSA:Neofelis_nebulosa_S_665_3_1		Tembrock, Günter																																	1961-12-30 14:30																						DE					Tierpark Berlin																																																																				Neofelis nebulosa Griffith, 1821																												
779860240																																																											MfN	TSA			Sound Recording					TSA:Neofelis_nebulosa_S_545_1_1		Tembrock, Günter																																	1961-01-11 14:00																						DE					Tierpark Berlin																																																																				Neofelis nebulosa Griffith, 1821																												
779860237																																																											MfN	TSA			Sound Recording					TSA:Neofelis_nebulosa_S_357_3_1		Tembrock, Günter																																	1960-03-26 14:00																						DE					Tierpark Berlin																																																																				Neofelis nebulosa Griffith, 1821																												
779860236																																																											MfN	TSA			Sound Recording					TSA:Neofelis_nebulosa_S_357_1_1		Tembrock, Günter																																	1960-03-26 14:00																						DE					Tierpark Berlin																																																																				Neofelis nebulosa Griffith, 1821																												
779860232																																																											MfN	TSA			Sound Recording					TSA:Neofelis_nebulosa_S_1415_14_1		Tembrock, Günter																																	1984-01-30 12:35																						DE					Zoo Leipzig																																																																				Neofelis nebulosa Griffith, 1821																												
779860230																																																											MfN	TSA			Sound Recording					TSA:Neofelis_nebulosa_S_1309_25_2		Tembrock, Günter																																	1973-09-21 17:00																						DE					Zoo Leipzig																																																																				Neofelis nebulosa Griffith, 1821																												
779860135																																																											MfN	TSA			Sound Recording					TSA:Nasua_nasua_V_1963_7_1		Tembrock, Günter																																	1995-04-09 15:23																						DE					Zoo Halle																																																																				Nasua nasua Linnaeus, 1766																												
779860134																																																											MfN	TSA			Sound Recording					TSA:Nasua_nasua_V_1963_11_1		Tembrock, Günter																																	1995-04-09 15:45																						DE					Zoo Halle																																																																				Nasua nasua Linnaeus, 1766																												
779860132																																																											MfN	TSA			Sound Recording					TSA:Nasua_nasua_V_1543_12_1		Tembrock, Günter																																	1983-09-19 10:57																						DE					Tierpark Wolgast																																																																				Nasua nasua Linnaeus, 1766																												
779860129																																																											MfN	TSA			Sound Recording					TSA:Nasua_nasua_V_1204_3_1		Tembrock, Günter																																	1973-05-22 13:00																						DE					Zoo Rostock																																																																				Nasua nasua Linnaeus, 1766																												
779860128																																																											MfN	TSA			Sound Recording					TSA:Nasua_nasua_S_962_3_1		Tembrock, Günter																																	1965-03-06 14:00																						DE					Tierpark Berlin																																																																				Nasua nasua Linnaeus, 1766																												
779860124																																																											MfN	TSA			Sound Recording					TSA:Nasua_nasua_S_264_2_1		Tembrock, Günter																																	1959-06-12 19:15																						DE					Zoo Berlin																																																																				Nasua nasua Linnaeus, 1766																												
779860122																																																											MfN	TSA			Sound Recording					TSA:Nasua_nasua_S_1423_41_2		Tembrock, Günter																																	1984-02-04 11:00																						DE					Zoo Rostock																																																																				Nasua nasua Linnaeus, 1766																												
779860121																																																											MfN	TSA			Sound Recording					TSA:Nasua_nasua_S_1310_4_1		Tembrock, Günter																																	1973-10-11																						DE					Zoo Halle																																																																				Nasua nasua Linnaeus, 1766																												
779860120																																																											MfN	TSA			Sound Recording					TSA:Nasua_nasua_S_1118_7_1		Altmann, Dagmar																																	1966-06-11 8:00																						DE					Tierpark Berlin																																																																				Nasua nasua Linnaeus, 1766																												
779860119																																																											MfN	TSA			Sound Recording					TSA:Nasua_nasua_S_1118_4_1		Altmann, Dagmar																																	1966-06-26																						DE					Tierpark Berlin																																																																				Nasua nasua Linnaeus, 1766																												
779860118																																																											MfN	TSA			Sound Recording					TSA:Nasua_narica_V_1078_1_1		Tembrock, Günter																																	1969-05-14 15:00																						DE					Zoo Halle																																																																				Nasua narica Linnaeus, 1766																												
779860117																																																											MfN	TSA			Sound Recording					TSA:Nasua_narica_S_970_3_1		TSA																																	1965-03-26 17:00																						DE					Zoo Leipzig																																																																				Nasua narica Linnaeus, 1766																												
779860116																																																											MfN	TSA			Sound Recording					TSA:Nasua_narica_S_967_7_1		Tembrock, Günter																																	1965-03-25 20:00																						DE					Zoo Leipzig																																																																				Nasua narica Linnaeus, 1766																												
779860115																																																											MfN	TSA			Sound Recording					TSA:Nasua_narica_S_546_2_1		Tembrock, Günter																																	1961-03-02 16:00																						DE					Zoo Leipzig																																																																				Nasua narica Linnaeus, 1766																												
779860114																																																											MfN	TSA			Sound Recording					TSA:Nasua_narica_S_1310_12_1		Tembrock, Günter																																	1973-10-11 17:00																						DE					Zoo Halle																																																																				Nasua narica Linnaeus, 1766																												
779860113																																																											MfN	TSA			Sound Recording					TSA:Nasua_narica_S_1226_7_1		Tembrock, Günter																																	1968-12-06 16:00																						DE					Zoo Leipzig																																																																				Nasua narica Linnaeus, 1766																												
779860112																																																											MfN	TSA			Sound Recording					TSA:Nasua_narica_S_1225_6_1		Tembrock, Günter																																	1968-12-07 vorm																						DE					Zoo Leipzig																																																																				Nasua narica Linnaeus, 1766																												
779860111																																																											MfN	TSA			Sound Recording					TSA:Nasua_narica_S_1132_3_1		Tembrock, Günter																																	1966-12-03 16:00																						DE					Zoo Leipzig																																																																				Nasua narica Linnaeus, 1766																												
779860110																																																											MfN	TSA			Sound Recording					TSA:Nasua_narica_S_1131_6_1		Tembrock, Günter																																	1966-12-02 17:00																						DE					Zoo Leipzig																																																																				Nasua narica Linnaeus, 1766																												
779860109																																																											MfN	TSA			Sound Recording					TSA:Nasua_narica_S_1131_37_2		Tembrock, Günter																																	1966-12-03																						DE					Zoo Leipzig																																																																				Nasua narica Linnaeus, 1766																												
779860108																																																											MfN	TSA			Sound Recording					TSA:Nasua_narica_S_1131_33_2		Tembrock, Günter																																	1966-12-03 vorm																						DE					Zoo Leipzig																																																																				Nasua narica Linnaeus, 1766																												
779860063																																																											MfN	TSA			Sound Recording					TSA:Mustela_sibirica_V_2117_15_2		Tembrock, Günter																																	2004-09-14 13:48																						DE					Tierpark Berlin																																																																				Mustela sibirica Pallas, 1773																												
779860062																																																											MfN	TSA			Sound Recording					TSA:Mustela_sibirica_V_2076_19_2		Tembrock, Günter																																	1999-07-31 14:21																						DE					Tierpark Berlin																																																																				Mustela sibirica Pallas, 1773																												
779860052																																																											MfN	TSA			Sound Recording					TSA:Mustela_nivalis_S_313_1_1		Tembrock, Günter																																	1959-11-01 15:00																						DE					Zoo Berlin																																																																				Mustela nivalis Linnaeus, 1766																												
779860011																																																											MfN	TSA			Sound Recording					TSA:Mungotictis_decemlineata_V_2081_10_2		Lucke, Claudia																																	2000-03-02 12:30																						DE					Zoo Berlin																																																																				Mungotictis decemlineata Grandidier, 1867																												
779860010																																																											MfN	TSA			Sound Recording					TSA:Mungotictis_decemlineata_V_2081_10_1		Lucke, Claudia																																	2000-03-02 12:30																						DE					Zoo Berlin																																																																				Mungotictis decemlineata Grandidier, 1867																												
779859998																																																											MfN	TSA			Sound Recording					TSA:Mungos_mungo_V_2134_13_2		Tembrock, Günter																																	2008-08-26 17:30																						DE					Tierpark Berlin																																																																				Mungos mungo Gmelin, 1788																												
779859997																																																											MfN	TSA			Sound Recording					TSA:Mungos_mungo_V_2134_13_1		Tembrock, Günter																																	2008-08-26 17:30																						DE					Tierpark Berlin																																																																				Mungos mungo Gmelin, 1788																												
779859996																																																											MfN	TSA			Sound Recording					TSA:Mungos_mungo_V_2125_17_2		Tembrock, Günter																																	2005-10-10 11:50																						DE					Zoo Halle																																																																				Mungos mungo Gmelin, 1788																												
779859995																																																											MfN	TSA			Sound Recording					TSA:Mungos_mungo_V_2108_21_2		Tembrock, Günter																																	2003-10-16 16:30																						DE					Zoo Halle																																																																				Mungos mungo Gmelin, 1788																												
779859994																																																											MfN	TSA			Sound Recording					TSA:Mungos_mungo_V_2097_13_2		Tembrock, Günter																																	2002-06-17 16:12																						DE					Zoo Halle																																																																				Mungos mungo Gmelin, 1788																												
779859993																																																											MfN	TSA			Sound Recording					TSA:Mungos_mungo_V_2067_54_2		Tembrock, Günter																																	1999-03-30 11:34																						DE					Zoo Halle																																																																				Mungos mungo Gmelin, 1788																												
779859988																																																											MfN	TSA			Sound Recording					TSA:Mungos_mungo_V_1829_11_1		Tembrock, Günter																																	1991-09-09 11:15																						DE					Zoo Osnabrück																																																																				Mungos mungo Gmelin, 1788																												
779859986																																																											MfN	TSA			Sound Recording					TSA:Mungos_mungo_S_603_2_1		Tembrock, Günter																																	1961-07-15 15:00																						DE					Zoo Berlin																																																																				Mungos mungo Gmelin, 1788																												
779859980																																																											MfN	TSA			Sound Recording					TSA:Mungos_mungo_S_317_1_1		Tembrock, Günter																																	1959-11-01 12:00																						DE					Zoo Berlin																																																																				Mungos mungo Gmelin, 1788																												
779859979																																																											MfN	TSA			Sound Recording					TSA:Mungos_mungo_S_268_3_1		Tembrock, Günter																																	1959-06-26 18:30																						DE					Zoo Berlin																																																																				Mungos mungo Gmelin, 1788																												
779859916																																																											MfN	TSA			Sound Recording					TSA:Mirounga_leonina_S_613_1_1		Tembrock, Günter																																	1961-08-07 18:00																						DE					Zoo Hannover																																																																				Mirounga leonina Linnaeus, 1758																												
779859816																																																											MfN	TSA			Sound Recording					TSA:Mirounga_angustirostris_S_598_2_1		Tembrock, Günter																																	1961-06-09 19:00																						DE					Zoo Berlin																																																																				Mirounga angustirostris Gill, 1866																												
779859815																																																											MfN	TSA			Sound Recording					TSA:Mirounga_angustirostris_S_550_2_1		Tembrock, Günter																																	1961-03-18 16:00																						DE					Zoo Berlin																																																																				Mirounga angustirostris Gill, 1866																												
779859814																																																											MfN	TSA			Sound Recording					TSA:Mirounga_angustirostris_S_549_1_1		Tembrock, Günter																																	1961-03-25 17:30																						DE					Zoo Berlin																																																																				Mirounga angustirostris Gill, 1866																												
779859612																																																											MfN	TSA			Sound Recording					TSA:Melursus_ursinus_S_1395_7_1		Tembrock, Günter																																	1980-07-09 15:05																						DE					Zoo Leipzig																																																																				Melursus ursinus Shaw, 1791																												
779859611																																																											MfN	TSA			Sound Recording					TSA:Melursus_ursinus_S_1395_5_1		Tembrock, Günter																																	1980-07-09 14:49																						DE					Zoo Leipzig																																																																				Melursus ursinus Shaw, 1791																												
779859610																																																											MfN	TSA			Sound Recording					TSA:Melursus_ursinus_S_1182_2_1		Tembrock, Günter																																	1967-12-25 10:00																						DE					Tierpark Berlin																																																																				Melursus ursinus Shaw, 1791																												
779859609																																																											MfN	TSA			Sound Recording					TSA:Melursus_ursinus_S_1180_1_1		Tembrock, Günter																																	1967-12-09 9:00																						DE					Tierpark Berlin																																																																				Melursus ursinus Shaw, 1791																												
779859607																																																											MfN	TSA			Sound Recording					TSA:Melursus_ursinus_S_1165_4_1		Tembrock, Günter																																	1967-09-02 9:30																						DE					Tierpark Berlin																																																																				Melursus ursinus Shaw, 1791																												
779859606																																																											MfN	TSA			Sound Recording					TSA:Melursus_ursinus_S_1138_3_1		Tembrock, Günter																																	1967-02-12 10:35																						DE					Tierpark Berlin																																																																				Melursus ursinus Shaw, 1791																												
779859605																																																											MfN	TSA			Sound Recording					TSA:Melursus_ursinus_S_1124_1_1		Altmann, Dagmar																																	1966-08-23																						DE					Tierpark Berlin																																																																				Melursus ursinus Shaw, 1791																												
779859603																																																											MfN	TSA			Sound Recording					TSA:Melursus_ursinus_S_1039_2_1		Tembrock, Günter																																	1965-11-06 11:00																						DE					Tierpark Berlin																																																																				Melursus ursinus Shaw, 1791																												
779859506																																																											MfN	TSA			Sound Recording					TSA:Martes_martes_V_1705_2_1		Tembrock, Günter																																	1986-10-18 9:08																						DE					Tierpark Berlin																																																																				Martes martes Linnaeus, 1758																												
779859504																																																											MfN	TSA			Sound Recording					TSA:Martes_martes_S_478_2_1		Tembrock, Günter																																	1960-11-30 16:00																						DE					Zoo Hannover																																																																				Martes martes Linnaeus, 1758																												
779859503																																																											MfN	TSA			Sound Recording					TSA:Martes_martes_S_281_1_1		Tembrock, Günter																																	1959-07-25 15:30																						DE					Zoo Berlin																																																																				Martes martes Linnaeus, 1758																												
779859501																																																											MfN	TSA			Sound Recording					TSA:Martes_foina_V_962_7_1		Schubert, Michael																																	1967-07-30																						DE					NSG Serrahn																																																																				Martes foina Erxleben, 1777																												
779859500																																																											MfN	TSA			Sound Recording					TSA:Martes_foina_V_1580_1_1		Tembrock, Günter																																	1984-12-25  9:26																						DE					Tierpark Berlin																																																																				Martes foina Erxleben, 1777																												
779859499																																																											MfN	TSA			Sound Recording					TSA:Martes_foina_V_1564_1_1		Tembrock, Günter																																	1982-12-24  9:22																						DE					Tierpark Berlin																																																																				Martes foina Erxleben, 1777																												
779859498																																																											MfN	TSA			Sound Recording					TSA:Martes_foina_M_72_1_1		Meyer, Hugo																																	1962-05-21																						DE					Klein-Neundorf																																																																				Martes foina Erxleben, 1777																												
779859497																																																											MfN	TSA			Sound Recording					TSA:Martes_foina_DIG_88_1_1		Gnensch, Andreas																																	2007-08-17 0:50																						DE					Siedlung Rotes Luch													52.52	14.006667																																																						Martes foina Erxleben, 1777																												
779859496																																																											MfN	TSA			Sound Recording					TSA:Martes_foina_DIG_87_3_1		Gnensch, Andreas																																	2007-08-16 23:10																						DE					Siedlung Rotes Luch													52.52	14.006667																																																						Martes foina Erxleben, 1777																												
779859495																																																											MfN	TSA			Sound Recording					TSA:Martes_foina_DIG_87_2_1		Gnensch, Andreas																																	2007-08-16 23:03																						DE					Siedlung Rotes Luch													52.52	14.006667																																																						Martes foina Erxleben, 1777																												
779859494																																																											MfN	TSA			Sound Recording					TSA:Martes_foina_DIG_87_1_1		Gnensch, Andreas																																	2007-08-16 22:48																						DE					Siedlung Rotes Luch													52.52	14.006667																																																						Martes foina Erxleben, 1777																												
779859493																																																											MfN	TSA			Sound Recording					TSA:Martes_foina_DIG_86_3_1		Gnensch, Andreas																																	2007-08-16 22:05																						DE					Siedlung Rotes Luch													52.52	14.006667																																																						Martes foina Erxleben, 1777																												
779859492																																																											MfN	TSA			Sound Recording					TSA:Martes_foina_DIG_86_2_1		Gnensch, Andreas																																	2007-08-16 21:41																						DE					Siedlung Rotes Luch													52.52	14.006667																																																						Martes foina Erxleben, 1777																												
779859491																																																											MfN	TSA			Sound Recording					TSA:Martes_foina_DIG_86_1_1		Gnensch, Andreas																																	2007-08-16 21:31																						DE					Siedlung Rotes Luch													52.52	14.006667																																																						Martes foina Erxleben, 1777																												
779859490																																																											MfN	TSA			Sound Recording					TSA:Martes_foina_DIG_85_1_1		Gnensch, Andreas																																	2007-08-15 23:10																						DE					Siedlung Rotes Luch													52.52	14.006667																																																						Martes foina Erxleben, 1777																												
779859489																																																											MfN	TSA			Sound Recording					TSA:Martes_foina_DIG_156_3_1		Frommolt, Karl-Heinz																																	2012-09-08 20:52																						DE					Kloster													54.586389	13.103889																																																						Martes foina Erxleben, 1777																												
779859488																																																											MfN	TSA			Sound Recording					TSA:Martes_flavigula_V_2134_9_1		Tembrock, Günter																																	2008-08-21 16:05																						DE					Tierpark Berlin																																																																				Martes flavigula Boddaert, 1785																												
