gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
779865060																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_V_1854_4_1		Frommolt, Karl-Heinz																																	1991-10-10 13:24																						CA					Wildlife Park Shubenacadie																																																																				Puma concolor Linnaeus, 1771																												
779865059																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_V_1854_2_1		Frommolt, Karl-Heinz																																	1991-10-10 12:30																						CA					Wildlife Park Shubenacadie																																																																				Puma concolor Linnaeus, 1771																												
779865058																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_V_1854_1_1		Frommolt, Karl-Heinz																																	1991-10-10 12:28																						CA					Wildlife Park Shubenacadie																																																																				Puma concolor Linnaeus, 1771																												
779865025																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_700_2_1		Tembrock, Günter																																	1962-05-04 16:00																						DE					Zoo Rostock																																																																				Puma concolor Linnaeus, 1771																												
779865020																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_336_3_1		Tembrock, Günter																																	1960-01-23 14:00																						DE					Zoo Berlin																																																																				Puma concolor Linnaeus, 1771																												
779865019																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_336_2_1		Tembrock, Günter																																	1960-01-23 14:00																						DE					Zoo Berlin																																																																				Puma concolor Linnaeus, 1771																												
779865018																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_336_1_1		Tembrock, Günter																																	1960-01-23 14:00																						DE					Zoo Berlin																																																																				Puma concolor Linnaeus, 1771																												
779865017																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_333_1_1		Tembrock, Günter																																	1960-01-16 14:15																						DE					Zoo Berlin																																																																				Puma concolor Linnaeus, 1771																												
779865015																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_321_1_1		Tembrock, Günter																																	1959-11-07 14:00																						DE					Zoo Berlin																																																																				Puma concolor Linnaeus, 1771																												
779865014																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_304_4_1		TSA																																	1959-09-18 14:30																						DE					Zoo Leipzig																																																																				Puma concolor Linnaeus, 1771																												
779865012																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_295_2_0		TSA																																	1959-09-15 14:00																						DE					Zoo Leipzig																																																																				Puma concolor Linnaeus, 1771																												
779865009																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_292_2_1		TSA																																	1959-09-10 15:35																						DE					Zoo Berlin																																																																				Puma concolor Linnaeus, 1771																												
779865007																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_287_1_1		Altmann, Dagmar																																	1959-08-13 15:30																						DE					Zoo Berlin																																																																				Puma concolor Linnaeus, 1771																												
779865006																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_283_2_1		Tembrock, Günter																																	1959-07-25 18:30																						DE					Zoo Berlin																																																																				Puma concolor Linnaeus, 1771																												
779865005																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_253_1_1		Tembrock, Günter																																	1959-05-22 17:00																						DE					Zoo Münster																																																																				Puma concolor Linnaeus, 1771																												
779865000																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_196_1_1		Tembrock, Günter																																	1958-12-31 16:45																						DE					Zoo Berlin																																																																				Puma concolor Linnaeus, 1771																												
779864999																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_192_7_1		Tembrock, Günter																																	1958-12-24 11:45																						DE					Zoo Berlin																																																																				Puma concolor Linnaeus, 1771																												
779864998																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_192_5_1		Tembrock, Günter																																	1958-12-24 11:45																						DE					Zoo Berlin																																																																				Puma concolor Linnaeus, 1771																												
779864997																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_192_2_1		Tembrock, Günter																																	1958-12-24 11:45																						DE					Zoo Berlin																																																																				Puma concolor Linnaeus, 1771																												
779864995																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_1407_3_1		Tembrock, Günter																																	1982-06-15 16:29																						DE					Zoo Schwerin																																																																				Puma concolor Linnaeus, 1771																												
779864992																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_1363_7_1		Tembrock, Günter																																	1977-05-27 14:20																						DE					Zoo Halle																																																																				Puma concolor Linnaeus, 1771																												
779864989																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_1343_6_1		Tembrock, Günter																																	1975-12-05 11:40																						DE					Zoo Rostock																																																																				Puma concolor Linnaeus, 1771																												
779864988																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_1329_6_1		Tembrock, Günter																																	1974-12-24 9:00																						DE					Tierpark Berlin																																																																				Puma concolor Linnaeus, 1771																												
779864987																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_1326_1_1		Tembrock, Günter																																	1974-09-28 09:55																						DE					Tierpark Berlin																																																																				Puma concolor Linnaeus, 1771																												
779864985																																																											MfN	TSA			Sound Recording					TSA:Puma_concolor_S_1286_1_1		Tembrock, Günter																																	1968-10-10 15:08																						DE					Zoopark Erfurt																																																																				Puma concolor Linnaeus, 1771																												
779864952																																																											MfN	TSA			Sound Recording					TSA:Herpailurus_yaguarondi_V_1990_13_2		Tembrock, Günter																																	1996-04-27 16:35																						DE					Zoo Berlin																																																																				Puma yagouaroundi É. Geoffory Saint-Hilaire, 1803																												
779864951																																																											MfN	TSA			Sound Recording					TSA:Herpailurus_yaguarondi_V_1989_12_2		Tembrock, Günter																																	1996-04-20 17:41																						DE					Zoo Berlin																																																																				Puma yagouaroundi É. Geoffory Saint-Hilaire, 1803																												
779864906																																																											MfN	TSA			Sound Recording					TSA:Pteronura_brasiliensis_V_2063_3_1		Tembrock, Günter																																	1998-10-31 12:10																						DE					Tierpark Carl Hagenbeck																																																																				Pteronura brasiliensis Gmelin, 1788																												
779864905																																																											MfN	TSA			Sound Recording					TSA:Pteronura_brasiliensis_S_609_1_1		Tembrock, Günter																																	1961-08-24																						DE					Tierpark Carl Hagenbeck																																																																				Pteronura brasiliensis Gmelin, 1788																												
779864769																																																											MfN	TSA			Sound Recording					TSA:Procyon_lotor_V_1826_2_1		Tembrock, Günter																																	1991-04-06 9:26																						DE					Zoo Halle																																																																				Procyon lotor Linnaeus, 1758																												
779864768																																																											MfN	TSA			Sound Recording					TSA:Procyon_lotor_V_1468_8_1		Wallschläger, Dieter																																	1981-04-29																						DE					Tierpark Görlitz																																																																				Procyon lotor Linnaeus, 1758																												
779864767																																																											MfN	TSA			Sound Recording					TSA:Procyon_lotor_S_847_3_1		Tembrock, Günter																																	1964-02-09 13:00																						DE					Tierpark Berlin																																																																				Procyon lotor Linnaeus, 1758																												
779864766																																																											MfN	TSA			Sound Recording					TSA:Procyon_lotor_S_777_2_1		Tembrock, Günter																																	1963-04-06 15:00																						DE					Tierpark Berlin																																																																				Procyon lotor Linnaeus, 1758																												
779864764																																																											MfN	TSA			Sound Recording					TSA:Procyon_cancrivorus_S_754_1_1		Tembrock, Günter																																	1962-12-01 16:30																						DE					Tierpark Berlin																																																																				Procyon cancrivorus G.(Baron) Cuvier, 1798																												
779864763																																																											MfN	TSA			Sound Recording					TSA:Procyon_cancrivorus_S_1194_7_1		Tembrock, Günter																																	1968-03-09 15:45																						DE					Tierpark Berlin																																																																				Procyon cancrivorus G.(Baron) Cuvier, 1798																												
779864762																																																											MfN	TSA			Sound Recording					TSA:Procyon_cancrivorus_S_1186_1_1		Tembrock, Günter																																	1968-01-13 9:30																						DE					Tierpark Berlin																																																																				Procyon cancrivorus G.(Baron) Cuvier, 1798																												
779864700																																																											MfN	TSA			Sound Recording					TSA:Prionailurus_viverrinus_S_1036_2_1		Tembrock, Günter																																	1965-10-21 15:00																						DE					Zoo Halle																																																																				Prionailurus viverrinus Bennett, 1833																												
779864693																																																											MfN	TSA			Sound Recording					TSA:Potos_flavus_S_560_3_1		Tembrock, Günter																																	1961-01-07 16:00																						DE					Zoo Berlin																																																																				Potos flavus Schreber, 1774																												
779864692																																																											MfN	TSA			Sound Recording					TSA:Potos_flavus_S_402_1_1		Tembrock, Günter																																	1960-06-17 20:30																						DE					Zoo Berlin																																																																				Potos flavus Schreber, 1774																												
779864691																																																											MfN	TSA			Sound Recording					TSA:Potos_flavus_S_220_4_1		Tembrock, Günter																																	1959-01-31 15:00																						DE					Zoo Berlin																																																																				Potos flavus Schreber, 1774																												
779864690																																																											MfN	TSA			Sound Recording					TSA:Potos_flavus_S_1367_4_1		Tembrock, Günter																																	1977-09-06 13:00																						DE					Zoo Halle																																																																				Potos flavus Schreber, 1774																												
779862674																																																											MfN	TSA			Sound Recording					TSA:Phoca_vitulina_V_1659_2_1		Tembrock, Günter																																	1985-08-01 10:14																						DE					Zoo Berlin																																																																				Phoca vitulina Linnaeus, 1758																												
779862673																																																											MfN	TSA			Sound Recording					TSA:Phoca_vitulina_S_565_1_1		Tembrock, Günter																																	1961-01-14 16:30																						DE					Zoo Berlin																																																																				Phoca vitulina Linnaeus, 1758																												
779862672																																																											MfN	TSA			Sound Recording					TSA:Phoca_vitulina_S_503_2_1		Tembrock, Günter																																	1960-12-17 16:00																						DE					Zoo Berlin																																																																				Phoca vitulina Linnaeus, 1758																												
779862671																																																											MfN	TSA			Sound Recording					TSA:Phoca_vitulina_S_480_1_1		Tembrock, Günter																																	1960-11-26 16:00																						DE					Zoo Berlin																																																																				Phoca vitulina Linnaeus, 1758																												
779862136																																																											MfN	TSA			Sound Recording					TSA:Paradoxurus_hermaphroditus_V_1736_9_2		Tembrock, Günter																																	1988-02-24 11:12																						DE					Tierpark Görlitz																																																																				Paradoxurus hermaphroditus Pallas, 1777																												
779861856																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_V_2126_2_1		Tembrock, Günter																																	2005-10-10 16:50																						DE					Zoo Halle																																																																				Panthera tigris Linnaeus, 1758																												
779861855																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_V_2076_20_2		Tembrock, Günter																																	1999-07-31 14:21																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861854																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_V_2047_22_2		Tembrock, Günter																																	1997-10-18 14:11																						DE					Zoo Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861851																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_V_2019_7_2		Tembrock, Günter																																	1997-01-12 12:42																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861850																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_V_2019_6_2		Tembrock, Günter																																	1997-01-12 12:33																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861849																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_V_2010_11_1		Tembrock, Günter																																	1996-09-21 18:15																						DE					Tiergarten Wilhelma/Stuttgart																																																																				Panthera tigris Linnaeus, 1758																												
779861836																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_V_1692_16_2		Tembrock, Günter																																	1987-04-11 12:37																						DE					Zoo Halle																																																																				Panthera tigris Linnaeus, 1758																												
779861829																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_V_1662_80_2		Tembrock, Günter																																	1986-05-25 10:22																						DE					Zoo Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861816																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_V_1502_48_2		Tembrock, Günter																																	1980-04-12 19:00																						DE					Zoo Halle																																																																				Panthera tigris Linnaeus, 1758																												
779861802																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_962_6_1		Tembrock, Günter																																	1965-03-06 14:00																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861800																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_953_8_1		Tembrock, Günter																																	1965-01-31 13:45																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861799																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_953_7_1		Tembrock, Günter																																	1965-01-31 13:15																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861798																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_953_5_1		Tembrock, Günter																																	1965-01-31 12:30																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861784																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_763_2_1		Tembrock, Günter																																	1963-02-09 14:30																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861783																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_763_1_1		Tembrock, Günter																																	1963-02-09 14:00																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861758																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_665_7_1		Tembrock, Günter																																	1961-12-30 14:00																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861757																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_665_6_1		Tembrock, Günter																																	1961-12-30 14:00																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861756																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_665_5_1		Tembrock, Günter																																	1961-12-30 14:00																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861755																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_656_2_1		Tembrock, Günter																																	1961-11-25 16:30																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861753																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_601_4_1		Tembrock, Günter																																	1961-07-22 16:00																						DE					Tierschau Zirkus Busch																																																																				Panthera tigris Linnaeus, 1758																												
779861752																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_601_2_1		Tembrock, Günter																																	1961-07-22 16:00																						DE					Tierschau Zirkus Busch																																																																				Panthera tigris Linnaeus, 1758																												
779861751																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_564_3_1		Tembrock, Günter																																	1961-01-14 15:00																						DE					Zoo Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861739																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_354_2_1		Tembrock, Günter																																	1960-03-12 15:30																						DE					Zoo Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861738																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_348_4_0		TSA																																	1960-02-15																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861737																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_348_3_0		TSA																																	1960-02-15																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861736																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_348_2_0		TSA																																	1960-02-15																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861732																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_307_9_1		TSA																																	1959-07-28 7:15																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861731																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_307_8_1		TSA																																	1959-07-28 7:15																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861730																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_307_7_1		TSA																																	1959-07-28 7:15																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861729																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_307_6_1		TSA																																	1959-07-28 7:15																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861728																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_307_5_1		TSA																																	1959-07-28 7:15																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861727																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_307_4_1		TSA																																	1959-07-28 7:15																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861726																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_307_3_1		TSA																																	1959-07-28 7:15																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861725																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_307_2_1		TSA																																	1959-07-28 7:15																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861724																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_307_10_1		TSA																																	1959-07-28 7:15																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861723																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_305_8_1		TSA																																	1959-05-28																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861722																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_305_6_1		TSA																																	1959-05-28 10:00																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861721																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_305_4_1		TSA																																	1959-05-28 10:00																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861720																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_305_3_1		TSA																																	1959-05-28 10:00																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861719																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_305_2_1		TSA																																	1959-05-28 10:00																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861718																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_305_1_1		TSA																																	1959-05-28 10:00																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861717																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_304_3_1		TSA																																	1959-09-18 14:30																						DE					Zoo Leipzig																																																																				Panthera tigris Linnaeus, 1758																												
779861716																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_304_1_1		TSA																																	1959-09-18 14:30																						DE					Zoo Leipzig																																																																				Panthera tigris Linnaeus, 1758																												
779861715																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_303_6_1		TSA																																	1959-09-18 12:55																						DE					Zoo Leipzig																																																																				Panthera tigris Linnaeus, 1758																												
779861713																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_301_4_1		TSA																																	1959-09-17 13:45																						DE					Zoo Leipzig																																																																				Panthera tigris Linnaeus, 1758																												
779861712																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_301_1_1		TSA																																	1959-09-17 13:45																						DE					Zoo Leipzig																																																																				Panthera tigris Linnaeus, 1758																												
779861708																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_295_1_0		TSA																																	1959-09-15 13:30																						DE					Zoo Leipzig																																																																				Panthera tigris Linnaeus, 1758																												
779861705																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_286_2_1		Altmann, Dagmar																																	1959-08-07 10:00																						DE					Zoo Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861704																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_283_1_1		Tembrock, Günter																																	1959-07-25 18:30																						DE					Zoo Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861697																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1423_3_1		Tembrock, Günter																																	1984-02-02 13:00																						DE					Zoo Rostock																																																																				Panthera tigris Linnaeus, 1758																												
779861695																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1411_11_1		Tembrock, Günter																																	1983-12-24																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861693																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1369_3_1		Tembrock, Günter																																	1977-11-25 12:10																						DE					Zoo Rostock																																																																				Panthera tigris Linnaeus, 1758																												
779861691																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1366_22_1		Tembrock, Günter																																	1977-09-14 17:40																						DE					Zoo Leipzig																																																																				Panthera tigris Linnaeus, 1758																												
779861688																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1366_14_1		Tembrock, Günter																																	1977-09-14 08:50																						DE					Zoo Leipzig																																																																				Panthera tigris Linnaeus, 1758																												
779861687																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1358_5_2		Tembrock, Günter																																	1977-02-20 16:00																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861686																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1358_4_2		Tembrock, Günter																																	1977-02-20 15:20																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861685																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1358_3_2		Tembrock, Günter																																	1977-02-20 15:20																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861684																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1358_3_1		Tembrock, Günter																																	1977-02-20 15:20																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861683																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1329_4_1		Tembrock, Günter																																	1974-12-24 9:00																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861682																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1329_3_1		Tembrock, Günter																																	1974-12-24 9:00																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861681																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1329_1_1		Tembrock, Günter																																	1974-12-24 9:00																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861680																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1326_4_1		Tembrock, Günter																																	1974-09-28 10:35																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861678																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1315_5_2		Tembrock, Günter																																	1974-01-26 11:30																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861677																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1314_6_1		Tembrock, Günter																																	1974-01-13 10:10																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861676																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1314_5_1		Tembrock, Günter																																	1974-01-13 10:10																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861675																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1314_3_1		Tembrock, Günter																																	1974-01-13 9:37																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861661																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1189_2_1		Tembrock, Günter																																	1968-01-27 10:00																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861660																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1186_4_1		Tembrock, Günter																																	1968-01-13 vorm																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861655																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1167_1_1		Tembrock, Günter																																	1967-09-14 09:30																						CZ					Zoo Prag																																																																				Panthera tigris Linnaeus, 1758																												
779861629																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1035_2_1		Tembrock, Günter																																	1965-10-23 14:00																						DE					Zoo Halle																																																																				Panthera tigris Linnaeus, 1758																												
779861628																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_S_1033_9_1		Tembrock, Günter																																	1965-10-16 15:00																						DE					Tierpark Berlin																																																																				Panthera tigris Linnaeus, 1758																												
779861625																																																											MfN	TSA			Sound Recording					TSA:Panthera_tigris_DIG_66_1_1		Frommolt, Karl-Heinz																																	2001-08-09 12:56																						DE					Zoo Eberswalde																																																																				Panthera tigris Linnaeus, 1758																												
779861624																																																											MfN	TSA			Sound Recording					TSA:Panthera_pardus_V_2134_2_1		Tembrock, Günter																																	2008-08-18 14:30																						DE					Zoo Berlin																																																																				Panthera pardus Linnaeus, 1758																												
779861623																																																											MfN	TSA			Sound Recording					TSA:Panthera_pardus_V_2123_7_1		Tembrock, Günter																																	2005-08-12 16:26																						DE					Tierpark Berlin																																																																				Panthera pardus Linnaeus, 1758																												
